"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08"
"Douglas County","IL",,"17","041",1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000,95000,95500,95250,97500,99000,109700,110000,103250,104500,105000,99900,99900,109900,110000,115000,115000,116250,112900,112450,109950,112000,112000,110877,111438.5,113450,113000,111000,110000,109900
"Langlade County","WI",,"55","067",1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131950,129900,134950,138500,138995,132000,129900,129000,129450,129900,129900,129900,138000,138000,134900,139900,139900,134900,126900,124950,119900,120900,115900,115000,114900,117200,128450,134950,130000,139000,134900,135000,134900,129500,124900,119200,119950,128500,128750,129900,129900,128450,125000,125000,120000,117500,110000,109900,110000,114900,117500,119900,124900,128000,129900,128000,128000,122400,119900,109000,112000,118000,119900,124900,129000,129000,136900,128500,129000,129900,132400,139000,137250,138000,139900,142450,159450,155000,150000
"Allen County","KY","Bowling Green","21","003",1741,101500,99700,104900,108750,109000,106000,105500,107900,109900,107700,108000,103000,103000,108900,109950,119450,119900,121900,119900,119900,119900,119900,124900,124950,124950,118900,115950,109900,99900,99900,99900,105000,119900,124900,114900,117500,115000,108900,114900,110000,109950,114900,119700,124900,124900,119000,111500,117900,109900,110000,114500,110000,119900,124900,129900,124950,124700,124700,124500,124000,124250,121014,119900,119900,117400,109900,117500,124950,125000,125000,125000,125500,124900,129900,129900,129900,119900,117900,120000,129900,129450,129900,129900,129900,134900,130000,129900,129900,129900,127450,129900,129900,129900,124950,129900,117450,124900,124900,128450,129900,129900,130000,135900,139900,144950,129900,129400,132450,149900,150000,142400,145000,150000,159400,169900,159900
"Holmes County","FL",,"12","059",1742,,,,,,,,,,,,,,,,124950,137450,137450,129000,134950,129450,129000,131950,129000,128250,125000,125000,127000,129000,129450,135000,135000,129900,129900,129900,129900,119900,119900,129900,141000,145000,141000,143000,139900,143000,140500,132500,130500,129900,130000,127450,129450,129900,131000,135000,127900,135000,145000,129950,130000,129950,130000,142000,145000,139900,139000,139950,136900,134900,134900,132450,129450,134900,125900,125000,127450,125900,129000,128450,127900,125000,139000,135000,124950,128450,119900,121950,125000,122450,135000,127900,139000,139000,139900,139000,135750,133500,130000,129999,139000,147000,149000,149000,145000,149000,154900,152500,159000,155000,155000,155000,151000,152500,168000,150000,149700
"Jackson County","IA",,"19","097",1743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200500,209330,185000,195900,193000,185000,191500,179900,164900,191165,210000,209500,189000,174450,164900,159000,172000,169000,159450,159900,170950,181400,170950,162000,165950,162000,160750,165500,172400,191500
"Roosevelt County","NM","Portales","35","041",1744,,,,,,,,,,,,,,,,,,,,,,,,,,,149950,149475,149975,144950,139000,133400,125000,139900,129900,146950,153250,150500,156700,156500,155750,159925,149000,149000,145000,142000,142250,142000,146500,149900,156000,159000,154950,153950,145450,150000,149900,149700,156950,163975,168000,160975,162950,159000,167500,169850,169997.5,169800,166750,150000,136500,135000,135000,132000,139500,139700,139700,140000,140000,130000,130000,130000,130000,130000,146950,146950,142500,142900,143700,144500,149000,149250,149500,145000,145000,139500,140000,145000,154000,149900,144900,135000,140400,139900,124500,134700,134900,144500,135000,135900,139000,143000,149000,145000,140000,155000
"Orange County","IN",,"18","117",1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,124900,121300,124900,103450,95950,95000,94000,89900,92950,92950,89900,96000,91900,88950,96000,99750,110000,99250,104950,107000,99500,99500,99500,95000,97000,91400,89000,94900,104900,91499.5,89700,89900,89900,89900,99000,98750,98500,99000,99500,99250,99500,99900,94900,94950,94500,94500,98500,104950,115000,116500,99900,115000,129900
"Marion County","KY",,"21","155",1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159900,154900,149900,167000,149900,149500,159900,159900,149500,154900,149900,149900,136950
"Crawford County","IL",,"17","033",1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,119000,123900,119250,114900,1e+05,99900,99900,105000,106950,109000,109000,110000,105000,99950,99900,99900,99900,99500,99000,98500,97750,95000,98000,104499.5,106900,105000
"Freestone County","TX",,"48","161",1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227000,225000,224500,225000,225000,199528,195000,195000,195000,199500,194750,189700,186450,199000,195000,196250
"Dickinson County","KS",,"20","041",1749,129900,125000,121500,119950,111500,112250,114700,112000,110000,99900,99900,114900,118000,119500,120000,120000,124000,119900,119500,119900,119950,119900,114700,111500,113000,114900,117000,114900,114900,114500,110000,106500,106500,108000,109400,111950,110250,113150,114000,110250,114900,115950,115000,114900,111000,105000,99950,99950,104900,109000,103700,110000,115000,117500,111950,108450,109000,109000,109000,105950,110000,110000,114950,110000,119500,119900,119500,112200,110000,111250,113950,105000,112500,112500,105000,105000,102500,99900,95500,94500,98000,104750,104000,99900,104000,105900,111500,110000,110000,110000,109900,108450,110000,110000,112700,114000,109900,115000,109900,118750,119000,119000,119700,119000,116950,119000,114900,113000,111900,114900,117650,119000,119900,119250,124900,118500
"Montague County","TX",,"48","337",1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169500,179900,187000,180000,172450,179500,176250,175000,182250,186250,175000,185000,170000,169000
"Lincoln County","MT",,"30","053",1751,224250,209900,215000,212000,216950,219000,210950,209900,209000,219900,212000,224000,224450,220000,224950,222500,229500,239900,239900,245000,249000,249000,249900,246500,249000,230000,230000,238500,239000,238750,229900,235000,239000,229900,229900,205000,199950,219500,199900,210000,212250,230000,229000,210000,2e+05,198500,190000,199000,199000,2e+05,220000,239000,245000,259500,249000,245000,240000,249000,249900,245000,244450,240000,249000,230000,245000,240000,239000,235000,245000,239000,268750,285450,279000,241500,235000,235000,265000,269000,274950,274950,274000,265000,285000,289500,279000,279000,279500,279000,279750,289900,292450,295000,295000,280000,299000,299000,299800,299400,299000,299000,299000,299000,325000,325000,319000,325000,299000,301950,289500,297500,299900,299999.5,325000,322500,325000,325000
"Lampasas County","TX","Killeen-Temple","48","281",1752,165000,165450,170000,170000,169900,170000,171000,174450,170450,169900,167500,169900,169900,168000,175000,179000,174400,181475,189900,189000,169900,169000,159000,159900,159000,164000,169900,169900,172950,178750,184900,166250,168000,157400,153888.5,149900,149500,167900,165000,174182.5,174500,169500,162500,165000,168200,167500,159900,165000,159900,159900,159450,160000,165000,169900,169900,162900,162900,171200,171750,176650,184900,189000,189950,192500,193250,184500,181000,184425,181798.5,174900,166557,169800,165000,166721,165000,156500,167500,169663.5,174950,171500,179700,179300,184900,207000,207000,206178.5,204900,199900,199500,210056.5,209357,197500,197500,189900,195000,210000,190450,208500,215000,219900,210000,213500,229995,228995,217450,225000,225000,222500,214950,219500,225000,229990,239500,229700,229800,229500
"Tishomingo County","MS",,"28","141",1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156950,159900,149000,145000,145000,148000,149900,158000,149450,142450,134900,139400,134400,124900,124900,129000,124900,124950,135000,143750,145000,132450,126800,149250,149000,140000,139900,138875,127400,134950,135000,149000,149250,149950,139900,139900,139000,139900,137900,139500,149500,159000,159900,149900,149000,149900,149900,139000,145000,135000,145000,147450,154900,164950,159950,144975,145499.5,145499.5,139000,139000,145000,144975,156450,164950,162250,164900,164900,164900,164900,174900,169000,162900,165000,163950,175000,175500,169500,168500,175000,159900
"Covington County","MS",,"28","031",1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144900,169900,169900,188000,169900,162400,154450,147500,145500,139900,140950,137200,139900,141700,147500,154000,175000,175000
"Attala County","MS",,"28","007",1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136250,129000,129000,126500,122000,128000,128500,128000,120000,119000,117500,115000,120000,110000,108000,102500,108000,108000,108500,99000
"Llano County","TX",,"48","299",1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000,377000,375000,350000,365000,365000,385000,372000,365000,369000,375000,377000,390000,420000,435000,420000,425000,429900,449000,438000,429700,439450,439000,475000,498000,5e+05,527000,517000,492500,495000,495000,492500,472000,440000,447000,469000,484500,499000,499000,520000,524500
"Berrien County","GA",,"13","019",1757,149000,147000,134900,141999.5,134900,140950,141950,144000,143950,149900,149900,149900,139700,127900,129900,136000,137500,129900,124900,124900,119450,126250,124450,124450,124999,124000,109900,124999,119000,116400,117900,109900,118450,114900,112900,114900,114900,115700,115000,119900,119900,124900,129900,120000,129900,126400,118000,119950,118950,119900,119900,119900,119900,119900,124500,124500,124900,124900,134900,124999,132900,129450,125950,124950,129450,125000,128950,125000,128400,126900,123200,111000,109900,118500,119400,115000,124900,119900,125000,129900,121900,123400,124900,122450,119900,119900,124900,129900,124900,124900,124900,124900,121400,119900,119900,124900,119900,124900,124900,129900,129900,124900,124900,129900,124900,129900,132033,124950,123400,123700,129900,124900,119900,124900,134900,134900
"Lavaca County","TX",,"48","285",1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260677.5,247000,239000,242500,235445,239900,235000,235445,235890,247500,235890,215325,238000,245000,245000,249900,247450,255000,249900,245000,247500,246250,249450,278500,290500,290000,269000
"Madison County","FL",,"12","079",1759,,,,,,,,,,,,,,,,,140000,135000,127450,124500,124750,125000,124750,115000,115000,105000,105000,114450,130000,114950,125000,125000,130000,130000,139950,135000,135000,139900,125000,125000,124875,124750,124875,126500,129000,130000,136250,135000,130000,139000,145000,132000,132000,150000,147250,150000,158000,153500,166250,163450,158950,164000,162900,164900,155000,152000,155000,152200,149650,149400,159000,147950,149900,149200,139950,154900,159000,163700,152450,165000,164000,166700,169000,165000,167000,165000,160000,160000,162450,160000,159700,152450,152450,157240,152450,159500,147600,152500,152462.5,162400,169000,169900,169000,169450,167000,165000,165000,169000,161600,159900,160296,168250,165000,167500,154950,155000
"Winston County","MS",,"28","159",1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122500,117500,115000,114900,114950,112400,99500,99000,93250,1e+05,99500,96750,104950,109900,1e+05,107250,112500,110000,110000,110000,95000,96200,95000,95000,92000,92000,89750,1e+05,95250,97750,109900,104000,112500,117250,106500,98700,98750,110000
"Smith County","TN","Nashville-Davidson--Murfreesboro--Franklin","47","159",1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,169500,144950,139900,159900,169700,184900,206950,207400,217400,201500,197450,190400,182000,179500,169900,184500,159900,159900,145500,169900,165450,159900,174900,174900,179000,179000,179900,178450,179900,194900,184900,186250,193900,185000,184450,195900,195000,199900,199900,199900,209450,219900,219450,217400,239900,227400,239900,247400
"Waseca County","MN",,"27","161",1762,,,,,,,,,,,,,,,,124000,126950,129250,129500,129500,126000,124900,125450,126000,129900,129900,129500,125700,129900,129700,127400,124900,123950,122200,119900,117800,121700,127200,127450,125750,119900,124750,129800,127900,127900,124900,124900,119900,119900,124950,125700,127000,129500,128500,127500,128900,122450,124900,124900,127500,127500,122900,127500,119900,129900,129900,133250,135700,124700,119900,117000,115000,116150,114950,124450,125000,125000,127700,126000,128500,129900,123500,127500,119400,115000,117450,124900,125000,129900,129900,129900,134000,129950,129950,135000,135000,128367,129900,129950,145950,139900,139900,138500,149400,140950,149500,144900,139900,144900,152900,153900,159900,159950,171500,167000,162400
"Jefferson County","KS","Topeka","20","087",1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152200,142000,128000,129500,124900,112450,119400,119900,138000,144000,144450,135000,149900,149900,162500,160000,160000,151500,150000,152950,154900,159900,161450,159500,175000,174950,154000,158950,158500
"Hancock County","IL","Fort Madison-Keokuk","17","067",1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102250,105000,105000,105000,97250,92000,88000,85000,85000,88000,99000,89500,90500,93700,94900,94700,89700,94500,95450,97250,97250,96000,90500,94000,98500,96750,94000,91000,93450,94000,94000,94450,94900,89950,94000,92500,94900
"Benton County","MO",,"29","015",1765,135000,135000,129900,135000,130450,129900,129900,129900,129900,126250,124000,119500,119900,126250,125000,125900,129900,125000,129900,129900,129900,129900,125000,125000,129900,125000,125000,123500,119900,120950,124700,124500,124900,119900,119000,117000,122000,119900,123250,122000,121000,120000,119925,114500,109950,110000,109000,104900,112000,112000,119000,119900,120000,120000,119900,119900,118950,118500,115500,118500,115000,119900,119900,118950,109900,109950,109900,115000,115900,114950,109950,110000,115000,119000,115000,117650,115000,115000,115000,115000,115000,114500,110000,110000,110000,109900,109900,112700,112700,110000,110000,115000,114500,109900,109900,112499.5,115000,119950,122249.5,125250,130000,139450,139900,144750,139900,139900,139950,141250,143500,148000,141250,149900,147450,141200,144750,148750
"Houston County","MN","La Crosse-Onalaska","27","055",1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239200,221450,238750,239000,244450,234900,209900,199000,190000,199450,190000,205000,199900,199900,206950,212500
"Perry County","MO",,"29","157",1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129400,132950,134900,128500,134900,132450,130750,122200,121450,129900,135000,138500,129900,118500,119250,119000,124900,125700,124950,124500,119000,132000,129500,129700,126250,123950,127000,131950,129000,129900,129450,129900,129900,124900,120500,121000,120000,120000,123450,129000,128500,129950,126900,137500,133500,144900,144950,149000,149000,148950,143800,149000,145000,149900,149000,149000,145000,145000,139500,144900,144950,146400,139900,144950,149900,149900,155000,154900,150000
"Poweshiek County","IA",,"19","157",1768,129900,133800,134600,131450,138250,139900,147000,134800,133000,129700,132950,127500,125900,129500,129914.5,129900,134000,132500,129450,128500,125000,128000,124900,124900,126500,120000,127500,126950,125000,129900,130000,129900,129000,126500,129900,127000,130000,124950,124700,129700,127500,124900,124700,122500,119250,112500,117000,105000,100950,109000,110000,119000,120000,129000,129000,124900,120000,124250,119900,119900,126000,129000,129450,129900,137500,139000,139900,136450,134000,129500,125000,124950,127000,136500,139900,139900,139900,149000,149000,155450,160000,166250,167500,140750,139000,135000,143700,158950,143750,149000,143950,152500,145950,149500,148900,139900,129900,135000,139900,149000,154900,159900,155000,155000,155000,169000,169900,166500,168000,161500,174000,169900,169900,168300,159900,165000
"Harrison County","KY",,"21","097",1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,132000,124950,124950,142000,139500,153450,140000,139000,139000,140000,139000,135900,133000,129900,122500,112500,118500,109750,110000,109750,109250,114900,114900,114900,119800,120000,114900,124900,120000,120000,119500,120000,129900,126000,119450,119000,119900,117000,118000,114900,127500,128250,134500,154900,139000,139000,149450,140000,149250,145000,142450,134900,139900,149500,158450,156450,155000,155000,151500,149500,153000,149500,149500,140000,140000,149000,169000,178887.5,189000,178750
